S.No,Watershed code,Watershed Name, Village Name,Artificial recharge structure [comand area],,,,,,,,,,Artificial recharge structure [Non-comand area],,,,,,,,,,Artificial recharge structure [Poor-comand area],,,,,,,,,
,,,,Number PTs,"Storage 
ha-m",Number mini PTs,"Storage 
ha-m",Number CDs,"Storage 
ha-m",Number dop/ farm ponds,"Storage 
ha-m",other structures,Storage [ha.m],Number PTs,"Storage 
ha-m",Number mini PTs,"Storage 
ha-m",Number CDs,"Storage 
ha-m",Number dop/ farm ponds,"Storage 
ha-m",other structures,Storage [ha.m],Number PTs,"Storage 
ha-m",Number mini PTs,"Storage 
ha-m",Number CDs,"Storage 
ha-m",Number dop/ form ponds,"Storage 
ha-m",other structures,Storage [ha.m]
331,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,DOKISEELA,,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,
332,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,BUDURUVADA,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,
333,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,ADARU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,LAKSHMIPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,JAMADALA,,,,,13,,,,2,,,,,,,,,,,,,,,,,,,,,
336,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,TALLABURIDI,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
337,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SUDIGAM,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
338,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDABONDAPALLE,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
339,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,NARSIPURAM,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
340,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,BALAGUDABA,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
341,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,JAGANNADHARAJAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,VENKATARAIDUPETA,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,
343,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,VISWAMBARAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,HARIPURAMKARADAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PUTTURU,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
346,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,LATCHIRAJUPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,BANDALUPPI,,,,,13,,,,1,,,,,,,,,,,,,,,,,,,,,
348,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PULIGUMMI,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,,,
349,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,JAMMADIVALASA,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
350,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,ANTIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,REPATIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GUTCHIMI,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
353,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SURAMPETA,,,,,5,,,,7,,,,,,,,,,,,,,,,,,,,,
354,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,MARIPIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,CHINNARAYUDUPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,IPPALAVALASA,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,
357,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PAPAMMAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,NIDAGALLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,JAGANNADHAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GANGARAJAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KRISHNARAYAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SUMITRAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDANKALAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,VENKATAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,NEELAKANTAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,BUDDIPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,JOGAMPETA,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
368,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDABHOGILA,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,,,
369,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,LAKSHMIPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,TUMARADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PALAGARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KURMANADHAPURAM,4,15,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,
373,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,CHILKALAPALLE,5,15,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,
374,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,NARAMPETA,8,15,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,
375,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PEDAPENKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,JANARDHANAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KHINTHALIVANIPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KOMATIPALLE (N) BOBBILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PIRIDI,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
380,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KRISHNAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,JAGANNADHAPURAM(N)BOBBI,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PATHABOBBILI (RURAL),5,15,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,
383,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,MALLAMPETA,6,15,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,
384,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GOLLAPALLE,7,15,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,
385,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,YEMBANAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KARADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,ALAJANGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,RANGARAYAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PENTA,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
390,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BURJAVALASANEAR M.VALSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GORLESEETHARAMPURAM,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
392,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PARADHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PARANNAVALASA,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
394,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GADELAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,JANUMALLUVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,LATCHAYYAPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,SUBHADRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BARLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,NOOKALAVADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BHAIRIPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,AMPAVILLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,VENGALARAYAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,LINGAMVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KALAVARAI AGRAHARAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,VAKADAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,CHINTADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PAKKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,RAMUDUVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,SIVADAVALASA,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
410,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KONDADEVUPALLE,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,
411,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KAMMAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,MUTTAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,DONGURUVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BHUBANDARAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,METTAVALASA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GUNNATHOTAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PANUKUVALASA(N)M.VAKASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,V.RAMPURAM NER.M.VALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,NARAYANAPPAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KASIDORAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GOLLAPETA,4,,3,,3,,,,1,,,,,,,,,,,,,,,,,,,,,
422,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,APPALARAJUPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,SEETHARAMPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KANAPALABANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KARADAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,DAGARAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KARASUVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KOTHAVALASA,6,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
429,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GURUVINAYUNI PEDAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KONDAKARAKAVALASA@J.VAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KODUKARAKAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,NARLAVALASA,7,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,
433,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PEDAPADAMMUTTA,1,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
434,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,MIRTIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BAGUVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PUROHITUNIVALASA,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
437,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,VALLAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PEDAPADAM,1,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
439,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,MUGADAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PAKEERUNAYUNIBODDAVALAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KURMARAJUPETA,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
442,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,CHANDRAPPAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,TENTUBODDAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,DEVUBUTCHAMMAPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BORABANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BHAVANIPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,SIVARAMPURAM,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,S.R.PURAM (N) SUBHADRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,CHERUKUPALLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PANUKUVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PANASAPEDDI KONAVALASA,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,VISWANADHAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KARRIVALASA,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,
454,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PACHIPENTA,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KUNAMBANDAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,THOTAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,GARLAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,JEEGIRAM,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
459,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,BANGARAMMAPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,GUMADAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,SALUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,NELIPARTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,AJURU,9,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
464,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KANKANAPALLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KUMBIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,CHAKIREVUVALSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,BOBBILIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,GAVARAMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PEDDAVALASA,19,,3,,4,,,,1,,,,,,,,,,,,,,,,,,,,,
470,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PADMAPURAM,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
471,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KOTTAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,MIRTHIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KOTIKIPENTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,MALLAPURAJUPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,GARELLAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,ALURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KESALI,4,,1,,4,,,,7,,,,,,,,,,,,,,,,,,,,,
478,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KUNTAMBADEVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PARTHAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,ADARIPADU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,MODUGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,TURAIPADU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,GOLLADI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
484,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,BHEEMAVARAM,4,15,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
485,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,PALTHERU,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
486,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,ANAVARAM,3,15,,,10,8,,,,,,,,,,,,,,,,,,,,,,,,
487,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,PINAPENKI,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,
488,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,J.R.RAYAPURAM@KUNKUVANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,BHOJARAJUPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,BUTCHAMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,GOPALAKRISHNA R.PURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,P.VENKAMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,REJERU,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
494,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,VADADA,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
495,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,KOTIPALLE,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
496,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,GUDEPUVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,MALLAMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,PUDIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,MUGADA,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
500,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,BADANGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,KAMANNAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,AKULAKATTA,,,,,9,,,,3,,,,,,,,,,,,,,,,,,,,,
503,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,D.VENKAYYAPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,KONDAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,VANTARAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,GANGADA,,,,,,,,,,,5,15,,,6,8,,,,,,,,,,,,,,
507,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,RANGASAIPURAM,,,,,,,,,,,3,15,,,6,8,,,,,,,,,,,,,,
508,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,NARAMNNAIDUVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
