23,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,DUSI,,,20,1,,,21,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,18,AMADALAVALASA,01015180480126,048,DUSI,,,,,,,,,,,,,
24,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,AMUDALAVALASA (M),,,,0,,,0,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,18,AMADALAVALASA,01015820010000,Err:512,AMUDALAVALASA (M),,,,,,,,,,,,,
25,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,APPALAPATNAYAKUNIPETA,,,4,0,,,4,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110180106,018,APPALAPATNAYAKUNIPETA,,,,,,,,,,,,,
26,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,GOPIDEVIPETA,,,2,0,,,2,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110190106,019,GOPIDEVIPETA,,,,,,,,,,,,,
27,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,SOMIDAVALASA,,,1,0,,,1,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110200107,020,SOMIDAVALASA,,,,,,,,,,,,,
28,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,ISSADIVALASA (UI),,,,0,,,0,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110210106,021,ISSADIVALASA (UI),,,,,,,,,,,,,
29,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,KORIKANAKURMIRAJAPURAM,,,5,0,,,5,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110220106,022,KORIKANAKURMIRAJAPURAM,,,,,,,,,,,,,
30,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,BURJA,,,27,1,,,28,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110230108,023,BURJA,,,,,,,,,,,,,
31,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,VAVAM,,,7,0,,,7,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110240109,024,VAVAM,,,,,,,,,,,,,
32,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,NEELADEVIPURAM,,,5,0,,,5,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110250110,025,NEELADEVIPURAM,,,,,,,,,,,,,
33,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,TURUPURAMABHADRARAJUPET,4,0,,,,,4,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110260111,026,TURUPURAMABHADRARAJUPET,,,,,,,,,,,,,
34,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,NARENDRAPURAM,,,2,0,,,2,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110270107,027,NARENDRAPURAM,,,,,,,,,,,,,
35,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,PENDYALALAKSHIMIDEVIPET,,,5,0,,,5,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110280107,028,PENDYALALAKSHIMIDEVIPET,,,,,,,,,,,,,
36,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,SANKURADA,,,1,0,,,1,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110290112,029,SANKURADA,,,,,,,,,,,,,
37,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,THOTAVADA,,,12,0.8050682261,,,12.8050682261,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110300111,030,THOTAVADA,,,,,,,,,,,,,
38,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,THIMADAM,,,3,0,,,3,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110310113,031,THIMADAM,,,,,,,,,,,,,
39,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,ANNAMPETA,,,4,0,,,4,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110360113,036,ANNAMPETA,,,,,,,,,,,,,
40,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,T.D.R.RAJUPETA,,,7,1,,,8,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110380114,038,T.D.R.RAJUPETA,,,,,,,,,,,,,
41,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,NEELAKANTAPURAM,,,1,0,,,1,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110390114,039,NEELAKANTAPURAM,,,,,,,,,,,,,
42,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,DEVANAPURAM,,,,0,,,0,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110400114,040,DEVANAPURAM,,,,,,,,,,,,,
43,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,SINGANNAPALEM,,,9,0.7746478873,,,9.7746478873,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110410115,041,SINGANNAPALEM,,,,,,,,,,,,,
44,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,CHEEDIVALASA,7,0,,,,,7,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110420116,042,CHEEDIVALASA,,,,,,,,,,,,,
45,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,KOLLIVALASA,8,0,,,,,8,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110430112,043,KOLLIVALASA,,,,,,,,,,,,,
46,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,GANGAMPETA,,,4,0,,,4,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110440116,044,GANGAMPETA,,,,,,,,,,,,,
47,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,MAMIDIVALASA,6,0,,,,,6,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110450117,045,MAMIDIVALASA,,,,,,,,,,,,,
48,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,KAKANDYAM,,,5,0,,,5,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110460117,046,KAKANDYAM,,,,,,,,,,,,,
49,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,LANKAM,13,0,5,,,,18,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110470118,047,LANKAM,,,,,,,,,,,,,
50,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,LABHAM,,,17,0,,,17,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110480120,048,LABHAM,,,,,,,,,,,,,
51,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,LATCHAYYAPETA,,,6,0,,,6,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110490121,049,LATCHAYYAPETA,,,,,,,,,,,,,
52,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,KANTLAM,5,0,,,,,5,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110500121,050,KANTLAM,,,,,,,,,,,,,
53,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,O.V.PETA,,,12,3,,,15,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110510122,051,O.V.PETA,,,,,,,,,,,,,
54,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,AHOBALACHARYULAPETA,,,2,0,,,2,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110520123,052,AHOBALACHARYULAPETA,,,,,,,,,,,,,
55,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,UPPINIVALASA,,,10,0,,,10,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110530123,053,UPPINIVALASA,,,,,,,,,,,,,
56,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,VYKUNTAPURAM,4,0,,,,,4,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110540124,054,VYKUNTAPURAM,,,,,,,,,,,,,
57,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,GUDIGEDDA V.PURAM(UI),,,,0,,,0,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110600126,060,GUDIGEDDA V.PURAM(UI),,,,,,,,,,,,,
58,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,BODDAPADU,,,3,0,,,3,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110610124,061,BODDAPADU,,,,,,,,,,,,,
59,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,MAHAJANAMVARIPETA (UI),,,,0,,,0,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110620123,062,MAHAJANAMVARIPETA (UI),,,,,,,,,,,,,
60,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,CHALIKAM,,,6,0,,,6,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110630126,063,CHALIKAM,,,,,,,,,,,,,
61,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,G.K.PURAM,9,0,,,,,9,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110640126,064,G.K.PURAM,,,,,,,,,,,,,
62,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,KALAPAPTHI,,,6,0,,,6,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110650126,065,KALAPAPTHI,,,,,,,,,,,,,
63,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,GUTTAVALLI,9,0,,,,,9,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110660127,066,GUTTAVALLI,,,,,,,,,,,,,
64,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,NELLIPARTHI,,,,0,,,0,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,11,BOORJA,01015110670128,067,NELLIPARTHI,,,,,,,,,,,,,
65,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,C,15,0,,,,,15,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,20,GARA,01016200210120,021,C,,,,,,,,,,,,,
66,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,VADADA,,,24,2,,,26,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,20,GARA,01016200230122,023,VADADA,,,,,,,,,,,,,
67,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,LANKAM,18,0,,,,,18,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190070105,007,LANKAM,,,,,,,,,,,,,
68,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,VAKALAVALASA,8,0,,,,,8,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190080106,008,VAKALAVALASA,,,,,,,,,,,,,
69,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,RAGOLUPETA,0,0,,,,,0,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190090107,009,RAGOLUPETA,,,,,,,,,,,,,
70,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,LINGALAVALASA,0,0,,,,,0,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190110105,011,LINGALAVALASA,,,,,,,,,,,,,
71,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,GUDEM,27,1,,,,,28,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190180115,018,GUDEM,,,,,,,,,,,,,
72,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,BALAGA (RURAL),,,20,0,,,20,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190190116,019,BALAGA (RURAL),,,,,,,,,,,,,
73,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,PATRUVANIVALASA,8,0.6138848921,,,,,8.6138848921,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190220117,022,PATRUVANIVALASA,,,,,,,,,,,,,
74,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,PEDDAPADU,21,0.5947889374,,,,,21.5947889374,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190230118,023,PEDDAPADU,,,,,,,,,,,,,
75,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,SANIVADA,,,13,1,,,14,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190240119,024,SANIVADA,,,,,,,,,,,,,
76,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,VOPPANGI,,,19,0.7923175966,,,19.7923175966,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190250120,025,VOPPANGI,,,,,,,,,,,,,
77,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,ARASAVILLI(RURAL),9,1,,,,,10,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190260121,026,ARASAVILLI(RURAL),,,,,,,,,,,,,
78,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,PATHASRIKAKULAM(RURAL),,,20,0,,,20,,,,,Between Mahanadi & Godavari,Nagavali,Nagavali_E,01_F_06_04,Skl_F_Nagavali_Nagavali_E_Srikakulam,1,Srikakulam,19,SRIKAKULAM,01016190270122,027,PATHASRIKAKULAM(RURAL),,,,,,,,,,,,,
